X_Minimum;X_Maximum;X_Rank;Y_Minimum;Y_Maximum;Y_Rank;Pixels_Areas;X_Perimeter;Y_Perimeter;Sum_of_Luminosity;Minimum_of_Luminosity;Maximum_of_Luminosity;Luminosity_Rank;Length_of_Conveyer;TypeOfSteel_A300;TypeOfSteel_A400;Steel_Plate_Thickness;Edges_Index;Empty_Index;Square_Index;Outside_X_Index;Edges_X_Index;Edges_Y_Index;Outside_Global_Index;LogOfAreas;Log_X_Index;Log_Y_Index;Orientation_Index;Luminosity_Index;SigmoidOfAreas;Class
1299;1305;6;385532;385557;25;107;13;26;10888;96;111;15;1353;0;1;70;71;2867;24;44;4615;9615;1;20294;7782;13979;76;-205;266;1
1331;1344;13;397980;398111;131;788;67;137;65200;61;96;35;1353;0;1;70;133;5373;992;96;194;9562;1;28965;11139;21173;9008;-3536;9999;1
1064;1079;15;406616;406673;57;419;40;60;44609;97;119;22;1353;0;1;70;405;5099;2632;111;375;95;1;26222;11761;17559;7368;-1682;9755;1
1258;1270;12;422864;422886;22;184;21;24;16987;85;103;18;1353;0;1;70;1227;303;5454;89;5714;9167;1;22648;10792;13424;4545;-2787;4366;1
1155;1172;17;430639;430674;35;260;34;42;27974;96;119;23;1353;0;1;70;2675;563;4857;126;5;8333;1;2415;12305;15441;5143;-1594;8756;1
1111;1130;19;2527319;2527390;71;747;62;72;76627;85;127;42;1280;1;0;100;2344;4463;2676;148;3065;9861;1;28733;12787;18513;7324;-1986;9991;1
1495;1560;65;123779;123815;36;1002;97;64;99456;87;116;29;1633;0;1;300;894;5718;5538;398;6701;5625;0;30009;18129;15563;-4462;-2245;1;1
1440;1450;10;220121;220146;25;138;17;25;16548;101;133;32;1633;0;1;250;2241;448;4;61;5882;1;1;21399;1;13979;6;-632;4138;1
1287;1302;15;3204829;3204845;16;191;17;16;20590;67;133;66;1627;0;1;40;3995;2042;9375;92;8824;1;1;2281;11761;12041;625;-1578;3977;1
1117;1154;37;1194359;1194414;55;1055;69;56;110262;72;125;53;1687;1;0;80;6319;4816;6727;219;5362;9821;1;30233;15682;17404;3273;-1835;1;1
1376;1384;8;3467552;3467567;15;64;14;15;6761;91;116;25;1690;1;0;60;3621;4667;5333;47;5714;1;1;18062;9031;11761;4667;-1747;2288;1
88;106;18;327251;327262;11;109;18;11;11746;100;119;19;1692;1;0;70;104;4495;6111;106;1;1;0;20374;12553;10414;-3889;-1581;3329;1
844;853;9;407114;407124;10;63;10;10;6207;78;114;36;1690;1;0;70;9905;3;9;53;9;1;1;17993;9542;1;1;-2303;1954;1
1333;1343;10;1638648;1638668;20;147;22;20;15513;91;127;36;1690;1;0;70;4107;265;5;59;4545;1;1;21673;1;1301;5;-1755;3359;1
1110;1118;8;2817680;2817695;15;77;11;15;8602;98;125;27;1692;1;0;70;6785;3583;5333;47;7273;1;1;18865;9031;11761;4667;-1272;2288;1
787;798;11;2887288;2887307;19;137;21;19;15397;95;131;36;1690;1;0;70;9314;3445;5789;65;5238;1;1;21367;10414;12787;4211;-122;3494;1
974;985;11;3149617;3149629;12;101;15;12;10160;66;133;67;1692;1;0;70;8357;2349;9167;65;7333;1;1;20043;10414;10792;833;-2141;2432;1
1420;1595;175;23288;23316;28;2782;179;42;334869;66;159;93;1688;1;0;70;1102;4322;16;1037;9776;6667;0;34444;2243;14472;-84;-596;1;1
451;480;29;683320;683341;21;293;50;29;41492;133;151;18;1364;1;0;70;6613;5189;7241;213;58;7241;0;24669;14624;13222;-2759;1063;8854;1
534;545;11;756916;756929;13;78;20;13;10621;129;148;19;1364;1;0;70;783;4545;8461;81;55;1;1;18921;10414;11139;1539;638;257;1
515;537;22;833989;833995;6;74;26;10;10476;129;151;22;1364;1;0;70;7551;4394;2727;161;8461;6;0;18692;13424;7782;-7273;106;2432;1
354;467;113;903537;903631;94;6019;211;119;541426;16;125;109;1364;1;0;70;5191;4333;8319;828;5355;7899;0;37795;20531;19731;-1681;-2972;1;1
43;55;12;1230580;1230589;9;83;14;10;9452;101;127;26;1650;1;0;70;521;2315;75;73;8571;9;0;19191;10792;9542;-25;-1103;215;1
877;888;11;1252347;1252357;10;72;13;10;8537;97;133;36;1650;1;0;70;9236;3455;9091;67;8461;1;0;18573;10414;1;-909;-737;2173;1
474;486;12;1352048;1352060;12;73;14;12;7241;86;118;32;1652;1;0;70;5738;4931;1;73;8571;1;5;18633;10792;10792;0;-2251;2583;1
1101;1116;15;1378026;1378057;31;278;32;33;23817;68;103;35;1654;1;0;70;6505;4022;4839;91;4688;9394;1;2444;11761;14914;5161;-3307;7474;1
1563;1587;24;1398598;1398603;5;80;25;11;8595;97;117;20;1652;1;0;70;787;3333;2083;145;96;4545;0;19031;13802;699;-7917;-1606;2288;1
300;312;12;1430061;1430075;14;83;15;14;9956;101;134;33;1652;1;0;70;3632;5059;8571;73;8;1;1;19191;10792;11461;1429;-629;2901;1
102;119;17;1446788;1446835;47;409;65;53;47513;103;132;29;1654;1;0;70;1233;4881;3617;103;2615;8868;1;26117;12305;16721;6383;-924;9648;1
138;151;13;1733458;1733471;13;102;15;13;10855;95;118;23;1650;1;0;70;1673;3965;1;79;8667;1;5;20086;11139;11139;0;-1686;2914;1
588;596;8;1751958;1751967;9;55;10;9;6243;96;127;31;1650;1;0;70;7127;2361;8889;49;8;1;1;17404;9031;9542;1111;-1132;1773;1
469;492;23;3881283;3881300;17;155;28;17;17114;92;129;37;1650;1;0;70;5685;6036;7391;139;8214;1;0;21903;13617;12305;-2609;-1374;6438;1
1300;1308;8;3976070;3976080;10;57;11;10;6396;97;126;29;1650;1;0;70;4146;2875;8;49;7273;1;1;17559;9031;1;2;-1234;1852;1
823;830;7;176554;176567;13;74;12;13;6557;76;102;26;1652;1;0;100;9952;1868;5385;42;5833;1;1;18692;8451;11139;4615;-3077;1965;1
1317;1327;10;222011;222032;21;145;16;21;13334;67;118;51;1650;1;0;100;3915;3095;4762;61;625;1;1;21614;1;13222;5238;-2816;3509;1
1067;1077;10;450677;450688;11;82;14;11;8485;90;116;26;1712;1;0;100;7418;2546;9091;58;7143;1;1;19138;1;10414;909;-1916;2173;1
1386;1401;15;1299250;1299257;7;53;20;12;6554;113;141;28;1710;1;0;100;3614;4952;4667;88;75;5833;0;17243;11761;8451;-5333;-339;2116;1
1162;1174;12;1895154;1895167;13;71;21;15;9944;131;151;20;1364;1;0;120;2786;5449;9231;88;5714;8667;1;18513;10792;11139;769;942;2739;1
971;980;9;659476;659488;12;78;13;12;8448;89;129;40;1652;1;0;80;8136;2778;75;55;6923;1;1;18921;9542;10792;25;-1539;215;1
1568;1578;10;698409;698420;11;89;12;11;8193;78;103;25;1652;1;0;80;896;1909;9091;6;8333;1;1;19494;1;10414;909;-2808;2173;1
762;774;12;1519328;1519344;16;149;16;16;16217;95;125;30;1656;1;0;80;9203;224;75;72;75;1;1;21732;10792;12041;25;-1497;3241;1
21;74;53;5367324;5367377;53;784;66;54;82565;67;133;66;1648;1;0;80;255;7209;1;322;803;9815;5;28943;17243;17243;0;-1772;1;1
1163;1171;8;2016193;2016200;7;52;8;7;6293;104;142;38;1620;1;0;70;5543;714;875;49;1;1;0;1716;9031;8451;-125;-545;1622;1
331;347;16;2077064;2077074;10;88;17;11;10515;111;132;21;1692;1;0;70;3913;45;625;95;9412;9091;0;19445;12041;1;-375;-665;2792;1
462;472;10;10369596;10369620;24;150;17;24;17768;105;132;27;1360;0;1;40;6794;375;4167;74;5882;1;1;21761;1;13802;5833;-746;3977;1
788;800;12;10409376;10409388;12;110;13;12;12304;100;124;24;1360;0;1;40;8235;2361;1;88;9231;1;5;20414;10792;10792;0;-1261;2583;1
472;478;6;10440356;10440367;11;42;10;12;4998;112;125;13;1360;0;1;40;6941;3636;5454;44;6;9167;1;16233;7782;10414;4545;-703;1715;1
853;861;8;10555505;10555515;10;66;8;10;7605;97;134;37;1360;0;1;40;7338;175;8;59;1;1;1;18195;9031;1;2;-998;1852;1
860;866;6;10624922;10624934;12;49;9;13;5907;115;132;17;1360;0;1;40;7265;3194;5;44;6667;9231;1;16902;7782;10792;5;-582;1773;1
727;739;12;587412;587452;40;289;35;40;30229;75;124;49;1374;0;1;40;9243;3979;3;87;3429;1;1;24609;10792;16021;7;-1828;7659;1
513;534;21;620622;620684;62;657;53;62;73236;71;132;61;1374;0;1;40;7467;4954;3387;153;3962;1;1;28176;13222;17924;6613;-1291;9987;1
995;1002;7;66318;66328;10;45;8;10;4552;93;118;25;1358;0;1;130;5243;3571;7;52;875;1;1;16532;8451;1;3;-2097;1753;1
419;424;5;91039;91046;7;25;7;7;2576;99;110;11;1360;0;1;130;6162;2857;7143;37;7143;1;1;13979;699;8451;2857;-195;1441;1
408;416;8;945792;945807;15;81;11;15;9462;107;125;18;1360;0;1;130;6;325;5333;59;7273;1;1;19085;9031;11761;4667;-874;2288;1
329;336;7;1319063;1319076;13;68;11;13;7451;97;124;27;1360;0;1;130;4838;2528;5385;52;6364;1;1;18325;8451;11139;4615;-144;1965;1
453;471;18;1395724;1395753;29;366;34;29;37407;80;132;52;1360;0;1;130;6662;2988;6207;132;5294;1;1;25635;12553;14624;3793;-2015;8123;1
1223;1235;12;456228;456249;21;193;19;21;19028;66;125;59;1360;0;1;40;1838;2341;5714;88;6316;1;1;22856;10792;13222;4286;-2298;417;1
438;455;17;627768;627803;35;415;29;37;45783;82;127;45;1360;0;1;40;6441;3025;4857;125;5862;9459;1;26181;12305;15441;5143;-1381;8756;1
1075;1084;9;385913;385922;9;54;12;10;6634;114;133;19;1366;0;1;185;4129;3333;1;66;75;9;5;17324;9542;9542;0;-402;1862;1
1073;1078;5;372724;372744;20;73;15;20;8836;110;134;24;1356;0;1;175;41;27;25;37;3333;1;1;18633;699;1301;75;-544;2061;1
296;310;14;1731318;1731347;29;224;34;30;26255;108;127;19;1690;0;1;70;3503;4483;4828;83;4118;9667;1;23503;11461;14624;5172;-843;6663;1
890;944;54;2008592;2008620;28;345;86;56;45673;123;143;20;1694;0;1;70;8855;7718;5185;319;6279;5;0;25378;17324;14472;-4815;343;9997;1
893;907;14;3264755;3264786;31;263;31;31;28320;86;126;40;1690;0;1;70;9266;394;4516;83;4516;1;1;242;11461;14914;5484;-1587;7065;1
899;907;8;3283148;3283163;15;68;12;15;7836;107;127;20;1692;0;1;70;9279;4333;5333;47;6667;1;1;18325;9031;11761;4667;-997;2288;1
1333;1347;14;1436808;1436820;12;121;17;12;11890;67;125;58;1356;0;1;40;133;2798;8571;103;8235;1;0;20828;11461;10792;-1429;-2323;2901;1
340;352;12;573781;573792;11;103;14;11;11535;85;133;48;1694;1;0;80;4014;2197;9167;71;8571;1;0;20128;10792;10414;-833;-1251;2432;1
899;906;7;844907;844932;25;139;14;25;16593;108;133;25;1356;0;1;40;6637;2057;28;52;5;1;1;2143;8451;13979;72;-674;2998;1
633;641;8;341132;341158;26;139;13;26;10685;61;94;33;1362;1;0;200;9295;3317;3077;59;6154;1;1;2143;9031;1415;6923;-3995;3479;1
1277;1290;13;396403;396420;17;161;17;17;11803;41;95;54;1364;1;0;200;1085;2715;7647;95;7647;1;1;22068;11139;12305;2353;-4273;3678;1
1013;1032;19;3552722;3552733;11;168;19;11;15757;61;124;63;1360;1;0;200;4823;1962;5789;14;1;1;0;22253;12787;10414;-4211;-2673;3494;1
1043;1106;63;4163671;4163699;28;980;80;46;92750;24;133;109;1356;1;0;200;3687;4444;4444;465;7875;6087;0;29912;17993;14472;-5556;-2606;9999;1
589;601;12;4201928;4201948;20;150;19;20;15635;81;126;45;1356;1;0;200;8687;375;6;88;6316;1;1;21761;10792;1301;4;-1857;3977;1
772;1006;234;4313950;4314267;317;19818;905;583;1966409;46;135;89;1358;1;0;200;5184;7328;7382;1723;2586;5437;1;42971;23692;25011;2618;-2248;1;1
630;649;19;5015327;5015357;30;249;32;31;17250;49;87;38;1356;1;0;200;9292;5632;6333;14;5938;9677;1;23962;12787;14771;3667;-4588;8563;1
483;512;29;5060301;5060316;15;206;41;21;25181;104;143;39;1632;1;0;200;5919;5264;5172;178;7073;7143;0;23139;14624;11761;-4828;-45;7079;1
705;727;22;5071808;5071831;23;282;38;27;30746;77;126;49;1356;1;0;200;9277;4427;9565;162;5789;8518;1;24502;13424;13617;435;-1482;7955;1
317;337;20;5082496;5082524;28;206;27;28;22484;95;127;32;1614;1;0;200;3928;6321;7143;124;7407;1;1;23139;1301;14472;2857;-1473;8479;1
847;852;5;1689271;1689336;65;250;16;65;28818;106;125;19;1353;0;1;70;7406;2308;769;37;3125;1;1;23979;699;18129;9231;-994;5378;1
23;32;9;1748216;1748249;33;170;28;33;16182;84;109;25;1333;0;1;40;345;4276;2727;68;3214;1;1;22304;9542;15185;7273;-2563;4913;1
413;426;13;2727673;2727684;11;71;13;11;7264;84;118;34;1623;1;0;100;5089;5035;8461;8;1;1;0;18513;11139;10414;-1539;-2007;257;1
484;555;71;1466087;1466141;54;1241;183;102;22191;0;37;37;1650;1;0;69;5867;6763;7606;43;388;5294;0;30938;18513;17324;-2394;-8603;1;1
233;259;26;1482749;1482753;4;60;26;4;7043;111;127;16;1654;1;0;69;2817;4231;1539;157;1;1;0;17781;1415;6021;-8461;-829;2105;1
99;110;11;1552116;1552126;10;65;15;11;7193;102;124;22;1648;1;0;69;1201;4091;9091;67;7333;9091;0;18129;10414;1;-909;-1355;2173;1
535;578;43;149538;149552;14;265;74;46;32153;114;134;20;1692;0;1;70;6324;5598;3256;254;5811;3043;0;24232;16335;11461;-6744;-521;8806;1
61;99;38;4757479;4757628;149;1970;210;181;29002;0;39;39;1346;1;0;100;906;6521;255;282;181;8232;1;32945;15798;21732;745;-885;1;1
1066;1081;15;9670837;9670878;41;235;43;45;27135;106;127;21;1362;0;1;40;4126;6179;3659;11;3488;9111;1;23711;11761;16128;6342;-979;8894;1
153;163;10;28527;28542;15;91;16;16;9860;103;118;15;1364;0;1;40;2243;3933;6667;73;625;9375;1;1959;1;11761;3333;-1535;266;1
33;96;63;60056;60340;284;3042;198;284;262543;70;103;33;1360;0;1;200;485;83;2218;463;3182;1;1;34832;17993;24533;7782;-3257;1;1
56;90;34;173070;173236;166;2691;204;209;275133;89;124;35;1356;0;1;200;826;5232;2048;251;1667;7943;1;34299;15315;22201;7952;-2012;1;1
51;76;25;185988;186088;100;1126;88;115;118631;93;119;26;1360;0;1;200;75;5496;25;184;2841;8696;1;30515;13979;2;75;-1769;1;1
50;61;11;259240;259248;8;51;15;13;6335;117;134;17;1358;0;1;200;736;4205;7273;81;7333;6154;0;17076;10414;9031;-2727;-296;1934;1
73;87;14;272159;272168;9;69;19;13;8813;118;141;23;1358;0;1;200;1075;4524;6429;103;7368;6923;0;18389;11461;9542;-3571;-22;2359;1
49;82;33;313092;313218;126;2822;102;127;275539;79;124;45;1360;0;1;200;721;3213;2619;243;3235;9921;1;34506;15185;21004;7381;-2372;1;1
45;62;17;323844;323852;8;62;24;14;7716;117;134;17;1360;0;1;200;662;5441;4706;125;7083;5714;0;17924;12305;9031;-5294;-277;2482;1
98;168;70;395521;395722;201;8035;189;214;782154;80;134;54;1360;0;1;200;1441;4289;3483;515;3704;9392;1;3905;18451;23032;6517;-2395;1;1
88;106;18;462995;463001;6;64;21;9;6613;94;119;25;1360;0;1;200;1294;4074;3333;132;8571;6667;0;18062;12553;7782;-6667;-1928;215;1
38;64;26;506976;507152;176;1760;174;180;178588;87;124;37;1360;0;1;200;559;6154;1477;191;1494;9778;1;32455;1415;22455;8523;-2073;1;1
19;28;9;39680;39849;169;1170;99;174;67967;29;93;64;1362;0;1;200;279;2308;532;66;909;9713;1;30682;9542;22279;9467;-5462;9997;1
72;145;73;98042;98192;150;6156;233;211;543449;69;109;40;1362;0;1;200;1057;4378;4867;536;3133;7109;1;37893;18633;21761;5133;-3103;1;1
206;220;14;138169;138184;15;104;29;18;11981;108;125;17;1362;0;1;200;3025;5048;9333;103;4828;8333;1;2017;11461;11761;667;-1;3509;1
1051;1063;12;168407;168485;78;414;57;78;36600;78;101;23;1360;0;1;200;4368;5577;1539;88;2105;1;1;2617;10792;18921;8461;-3093;9856;1
519;528;9;14524;14551;27;160;22;29;12173;70;86;16;1394;0;1;220;7446;3416;3333;65;4091;931;1;22041;9542;14314;6667;-4056;4025;1
285;307;22;36092;36167;75;938;102;112;80754;75;95;20;1392;0;1;220;4095;4315;2933;158;2157;6696;1;29722;13424;18751;7067;-3274;9999;1
871;883;12;81644;81706;62;407;42;63;38223;84;108;24;1394;0;1;220;7331;453;1936;86;2857;9841;1;26096;10792;17924;8065;-2663;95;1
545;559;14;86815;86886;71;500;83;76;49038;86;110;24;1392;0;1;220;7831;497;1972;101;1687;9342;1;2699;11461;18513;8028;-2338;9902;1
203;220;17;105382;105408;26;188;43;36;17560;86;101;15;1392;0;1;220;2917;5747;6539;122;3954;7222;1;22742;12305;1415;3462;-2703;7174;1
114;134;20;115356;115418;62;532;75;73;54451;94;111;17;1392;0;1;220;1638;571;3226;144;2667;8493;1;27259;1301;17924;6774;-2004;9981;1
208;228;20;134103;134190;87;952;79;90;83708;77;103;26;1394;0;1;220;2984;4529;2299;143;2532;9667;1;29786;1301;19395;7701;-3131;9999;1
127;147;20;152117;152274;157;1499;168;174;156200;90;119;29;1392;0;1;220;1825;5226;1274;144;1191;9023;1;31758;1301;21959;8726;-1859;1;1
520;546;26;186833;186914;81;1006;120;96;116653;104;127;23;1392;0;1;220;7471;5223;321;187;2167;8438;1;30026;1415;19085;679;-941;1;1
441;462;21;214705;214812;107;1275;96;112;125462;84;117;33;1394;0;1;220;6327;4326;1963;151;2188;9554;1;31055;13222;20294;8037;-2312;1;1
145;171;26;233467;233671;204;1994;214;220;236010;104;135;31;1394;0;1;220;208;6241;1275;187;1215;9273;1;32997;1415;23096;8726;-753;1;1
113;155;42;263975;264160;185;3297;367;270;414252;113;143;30;1394;0;1;220;1621;5757;227;301;1144;6852;1;35181;16233;22672;773;-184;1;1
113;153;40;310621;310797;176;2281;365;268;287273;113;143;30;1394;0;1;220;1621;676;2273;287;1096;6567;1;33581;16021;22455;7727;-161;1;1
833;856;23;937709;937842;133;1058;142;151;132331;112;143;31;1396;0;1;220;7736;6541;1729;165;162;8808;1;30245;13617;21239;8271;-228;1;1
1361;1380;19;183725;183734;9;103;28;13;10477;95;111;16;1690;0;1;70;3669;3977;4737;112;6786;6923;0;20128;12787;9542;-5263;-2053;2942;1
1267;1303;36;214065;214075;10;160;40;18;20199;117;140;23;1690;0;1;70;458;5556;2778;213;9;5556;0;22041;15563;1;-7222;-137;5951;1
767;784;17;45270;45288;18;182;22;18;14763;72;93;21;1630;0;1;140;9411;4052;9444;104;7727;1;1;22601;12305;12553;556;-3663;5063;1
1303;1315;12;9708110;9708157;47;347;43;51;37960;95;127;32;1362;0;1;40;69;3848;2553;88;2791;9216;1;25403;10792;16721;7447;-1453;8513;1
492;506;14;169603;169617;14;110;21;16;20245;178;197;19;1387;0;1;40;7094;4388;1;101;6667;875;5;20414;11461;11461;0;4379;33;1
539;561;22;247445;247463;18;145;61;35;19450;128;143;15;1387;0;1;40;7772;6338;8182;159;3607;5143;0;21614;13424;12553;-1818;479;6514;1
158;177;19;587778;587795;17;146;38;22;19116;124;140;16;1387;0;1;40;2278;548;8947;137;5;7727;0;21644;12787;12305;-1053;229;5345;1
1362;1378;16;821437;821450;13;140;18;20;16070;103;126;23;1387;0;1;40;13;3269;8125;115;8889;65;0;21461;12041;11139;-1875;-1032;3479;1
1368;1378;10;929571;929600;29;205;14;34;21556;92;119;27;1387;0;1;40;13;2931;3448;72;7143;8529;1;23117;1;14624;6552;-1785;4796;1
1358;1378;20;956972;956991;19;226;23;27;23587;86;119;33;1387;0;1;40;13;4053;95;144;8696;7037;0;23541;1301;12787;-5;-1846;6268;1
1370;1379;9;980597;980617;20;113;13;20;11635;94;116;22;1387;0;1;40;115;3722;45;65;6923;1;1;20531;9542;1301;55;-1956;3068;1
15;31;16;991553;991569;16;151;21;18;16849;104;119;15;1387;0;1;40;216;4102;1;115;7619;8889;5;2179;12041;12041;0;-1283;4235;1
15;32;17;1003575;1003594;19;132;18;20;14926;105;124;19;1387;0;1;40;216;5913;8947;123;9444;95;1;21206;12305;12787;1053;-1166;5345;1
13;28;15;1024413;1024437;24;230;17;24;26034;93;127;34;1387;0;1;40;188;3611;625;108;8824;1;1;23617;11761;13802;375;-1157;5951;1
1374;1382;8;1036577;1036598;21;110;9;21;11570;93;118;25;1387;0;1;40;72;3452;381;58;8889;1;1;20414;9031;13222;6191;-1783;2901;1
20;31;11;1048964;1048986;22;158;18;22;17923;106;125;19;1373;0;1;40;291;3471;5;8;6111;1;1;21987;10414;13424;5;-1138;4009;1
15;29;14;1059907;1059929;22;166;17;22;18656;104;119;15;1373;0;1;40;218;461;6364;102;8235;1;1;22201;11461;13424;3636;-122;5096;1
1365;1382;17;1074472;1074485;13;133;18;14;14132;77;119;42;1387;0;1;40;72;3982;7647;123;9444;9286;0;21239;12305;11139;-2353;-1699;3678;1
15;29;14;1084661;1084680;19;128;17;21;14278;104;119;15;1373;0;1;40;218;5188;7368;102;8235;9048;1;21072;11461;12787;2632;-1285;4399;1
5;21;16;1108621;1108641;20;217;18;23;22124;53;125;72;1373;0;1;40;73;3219;8;116;8889;8696;1;23365;12041;1301;2;-2035;5296;1
13;25;12;1122694;1122712;18;127;15;19;14830;111;127;16;1373;0;1;40;189;412;6667;87;8;9474;1;21038;10792;12553;3333;-877;3601;1
9;19;10;1132780;1132795;15;117;11;15;12317;86;124;38;1373;0;1;40;131;22;6667;73;9091;1;1;20682;1;11761;3333;-1776;266;1
19;33;14;1143416;1143429;13;114;16;15;13193;110;125;15;1373;0;1;40;277;3736;9286;102;875;8667;0;20569;11461;11139;-714;-959;3097;1
9;20;11;1214727;1214748;21;140;13;23;14835;82;124;42;1373;0;1;40;131;3939;5238;8;8461;913;1;21461;10414;13222;4762;-1722;3834;1
10;22;12;1269420;1269438;18;141;12;19;15646;105;124;19;1373;0;1;40;146;3472;6667;87;1;9474;1;21492;10792;12553;3333;-1331;3601;1
5;17;12;1302051;1302067;16;130;13;17;12480;61;119;58;1373;0;1;40;73;3229;75;87;9231;9412;1;21139;10792;12041;25;-25;3241;1
9;14;5;1672180;1672222;42;128;12;42;11931;75;118;43;1373;0;1;40;131;3905;1191;36;4167;1;1;21072;699;16233;8809;-2718;3509;1
798;825;27;1519629;1519634;5;65;28;8;8344;118;143;25;1648;1;0;69;9685;5185;1852;164;9643;625;0;18129;14314;699;-8148;29;2469;1
1566;1577;11;2613123;2613138;15;106;19;15;8602;63;95;32;1654;1;0;100;931;3576;7333;66;5789;1;1;20253;10414;11761;2667;-366;286;1
481;503;22;1342944;1342971;27;243;43;34;27326;104;126;22;1602;0;1;40;6005;5909;8148;137;5116;7941;1;23856;13424;14314;1852;-1215;8749;1
1207;1229;22;1438781;1438802;21;294;69;41;35659;116;128;12;1602;0;1;40;4657;3636;9546;137;3188;5122;0;24683;13424;13222;-454;-524;7436;1
540;563;23;1469856;1469884;28;373;61;42;42582;107;127;20;1604;0;1;40;6733;4208;8214;143;3771;6667;1;25717;13617;14472;1786;-1081;9071;1
1251;1276;25;2371628;2371646;18;203;40;31;26321;121;141;20;1600;0;1;40;405;5489;72;156;625;5806;0;23075;13979;12553;-28;13;7281;1
1235;1258;23;2401744;2401760;16;152;36;23;19464;121;140;19;1600;0;1;40;4275;587;6956;144;6389;6956;0;21818;13617;12041;-3043;4;6079;1
834;884;50;283101;283128;27;359;71;43;31349;73;116;43;1360;1;0;300;7;7341;54;368;7042;6279;0;25551;1699;14314;-46;-3178;9991;1
911;920;9;344819;344829;10;54;12;11;4761;79;102;23;1358;1;0;300;6451;4;9;66;75;9091;1;17324;9542;1;1;-3112;1954;1
1155;1187;32;2574964;2574980;16;162;37;34;18471;104;127;23;1623;1;0;100;5373;6836;5;197;8649;4706;0;22095;15051;12041;-5;-1092;8019;1
325;361;36;58567;58747;180;2059;134;200;374117;169;199;30;1387;0;1;40;4686;6823;2;26;2687;9;1;33137;15563;22553;8;4195;1;1
605;736;131;2066548;2066684;136;1981;219;206;230693;104;127;23;1387;0;1;40;8724;8888;9632;944;5982;6602;1;32969;21173;21335;368;-902;1;1
104;116;12;2312016;2312026;10;67;15;16;7882;107;127;20;1354;1;0;70;1536;4417;8333;89;8;625;0;18261;10792;1;-1667;-809;2288;1
54;75;21;2344077;2344153;76;838;67;80;85442;90;119;29;1358;1;0;70;795;4749;2763;155;3134;95;1;29232;13222;18808;7237;-2034;9998;1
151;161;10;2368336;2368345;9;59;11;9;5637;86;103;17;1356;1;0;70;2227;3444;9;74;9091;1;0;17708;1;9542;-1;-2536;1954;1
71;95;24;2394841;2394907;66;624;72;67;61079;85;118;33;1356;1;0;70;1047;6061;3636;177;3333;9851;1;27952;13802;18195;6364;-2353;9998;1
118;135;17;2473221;2473233;12;80;23;13;10030;113;140;27;1358;1;0;70;1738;6078;7059;125;7391;9231;0;19031;12305;10792;-2941;-205;3419;1
83;92;9;2519944;2519955;11;55;13;12;6782;114;135;21;1354;1;0;70;1226;4444;8182;66;6923;9167;1;17404;9542;10414;1818;-366;2051;1
74;80;6;2615295;2615309;14;62;13;14;6764;97;126;29;1358;1;0;70;109;2619;4286;44;4615;1;1;17924;7782;11461;5714;-1477;1892;1
97;107;10;2770166;2770177;11;70;19;14;8127;104;127;23;1356;1;0;70;1431;3636;9091;74;5263;7857;1;18451;1;10414;909;-93;2173;1
92;115;23;2797518;2797525;7;77;25;10;6702;76;101;25;1354;1;0;70;1359;5217;3043;17;92;7;0;18865;13617;8451;-6956;-32;2806;1
458;519;61;2871825;2871852;27;543;81;46;58157;93;119;26;1350;1;0;70;6785;6703;4426;452;7531;587;0;27348;17853;14314;-5574;-1633;9999;1
79;86;7;2887095;2887114;19;86;17;19;9690;102;123;21;1350;1;0;70;117;3534;3684;52;4118;1;1;19345;8451;12787;6316;-1197;2445;1
541;573;32;2978904;2978933;29;529;47;32;58088;91;133;42;1354;1;0;70;7991;43;9063;236;6809;9063;0;27235;15051;14624;-938;-1421;9848;1
78;94;16;1523381;1523431;50;463;69;54;60518;118;141;23;1360;0;1;130;1147;4212;32;118;2319;9259;1;26656;12041;1699;68;212;965;1
95;169;74;338690;338716;26;563;109;59;66987;107;135;28;1358;0;1;175;1399;7074;3514;545;6789;4407;0;27505;18692;1415;-6486;-705;1;1
129;162;33;419384;419405;21;289;64;37;34165;109;133;24;1358;0;1;175;19;583;6364;243;5156;5676;0;24609;15185;13222;-3636;-764;9312;1
129;173;44;439740;439763;23;366;59;42;42778;107;134;27;1358;0;1;175;19;6383;5227;324;7458;5476;0;25635;16435;13617;-4773;-869;9913;1
143;166;23;518468;518483;15;206;34;18;23642;101;127;26;1358;0;1;175;2106;4029;6522;169;6765;8333;0;23139;13617;11761;-3478;-1034;5708;1
900;934;34;665052;665079;27;269;49;33;31538;109;127;18;1364;0;1;50;6305;707;7941;249;6939;8182;0;24297;15315;14314;-2059;-84;9838;1
